Event	ID	Name			Wwise Object Path	Notes
	46312159	Play_VOX_BDT_Cris_Douleur			\Default Work Unit\VOX\BANDIT\VOX_BDT_Cris_Douleur\Play_VOX_BDT_Cris_Douleur	
	140324371	Play_VOX_BARD_HIT			\Default Work Unit\VOX\BARDE\BARD_Hit\Play_VOX_BARD_HIT	
	319568522	Play_VOX_BARD_Enga_Cmb			\Default Work Unit\VOX\BARDE\BARD_Enga_Cmb\Play_VOX_BARD_Enga_Cmb	
	374495388	Play_VOX_PANT_Cris_Douleur			\Default Work Unit\VOX\PANTIN\CRIS_DOULEUR\Play_VOX_PANT_Cris_Douleur	
	441192577	Play_VOX_VETO_Decorruption			\Default Work Unit\VOX\VETO\Play_VOX_VETO_Decorruption	
	1207659309	Play_VOX_VETO_Enga_Cmb			\Default Work Unit\VOX\VETO\Play_VOX_VETO_Enga_Cmb	
	1327486536	Play_VOIX_VETO_HIit			\Default Work Unit\VOX\VETO\Play_VOIX_VETO_HIit	
	1629000726	Play_VOX_LZD_Reac			\Default Work Unit\VOX\LEZARD\VOX_LZD_Reac\Play_VOX_LZD_Reac	
	1967901538	Play_VOX_BDT_Reac			\Default Work Unit\VOX\BANDIT\VOX_BDT_Reac\Play_VOX_BDT_Reac	
	2152833002	Play_VOX_BARD_Appel			\Default Work Unit\VOX\BARDE\BARD_Appel\Play_VOX_BARD_Appel	
	3306837711	Play_VOX_PANT_React			\Default Work Unit\VOX\PANTIN\REACT\Play_VOX_PANT_React	
	3421725139	Play_VOX_VETO_Appel			\Default Work Unit\VOX\VETO\Play_VOX_VETO_Appel	
	3729616362	Play_VOX_PANT_Donner_Coup			\Default Work Unit\VOX\PANTIN\DONNER_COUP\Play_VOX_PANT_Donner_Coup	
	3963515780	Play_ONO_CRIS_VICTORY_BARDE			\Default Work Unit\VOX\BARDE\BARD_Victory\Play_ONO_CRIS_VICTORY_BARDE	
	4068130120	Play_VOX_PANT_Mort			\Default Work Unit\VOX\PANTIN\MORT\Play_VOX_PANT_Mort	
	4221175738	Play_VOX_VETO_Cris_Victoire			\Default Work Unit\VOX\VETO\Play_VOX_VETO_Cris_Victoire	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	5859098	ONO_ENGAG_COMBAT_VETO-001	C:\3iS\KLAFT\KLAFT-Son\KLAFT\KLAFT-Son_WwiseProject\.cache\Windows\SFX\VOX\VETO\ONO_ENGAG_COMBAT_VETO-001_42185FB1.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOX\PERSONNAGES\Veto\VOX_VETO_Enga_Cmb\VOX_VETO_Enga_Cmb\ONO_ENGAG_COMBAT_VETO-001		315600
	19065871	ONO_APPEL_VETO-006	C:\3iS\KLAFT\KLAFT-Son\KLAFT\KLAFT-Son_WwiseProject\.cache\Windows\SFX\VOX\VETO\APPEL\ONO_APPEL_VETO-006_A23BF553.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOX\PERSONNAGES\Veto\VOX_VETO_Appel\VOX_VETO_Appel\ONO_APPEL_VETO-006		230976
	39410418	ONO_CRIS_BANDIT-004	C:\3iS\KLAFT\KLAFT-Son\KLAFT\KLAFT-Son_WwiseProject\.cache\Windows\SFX\VOX\BANDIT\HIT\ONO_CRIS_BANDIT-004_A1730A3D.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOX\ENNEMIS\Bandit\VOX_BDT_Cris_Douleur\VOX_BDT_Cris_Douleur\ONO_CRIS_BANDIT-004		123672
	51999793	ONO_APPEL_VETO-002	C:\3iS\KLAFT\KLAFT-Son\KLAFT\KLAFT-Son_WwiseProject\.cache\Windows\SFX\VOX\VETO\APPEL\ONO_APPEL_VETO-002_15819BAE.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOX\PERSONNAGES\Veto\VOX_VETO_Appel\VOX_VETO_Appel\ONO_APPEL_VETO-002		255296
	61292502	ONO_VICTORY_VETO-004	C:\3iS\KLAFT\KLAFT-Son\KLAFT\KLAFT-Son_WwiseProject\.cache\Windows\SFX\VOX\VETO\VICTOIRE\ONO_VICTORY_VETO-004_2CAD7E09.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOX\PERSONNAGES\Veto\VOX_VETO_Cris_Victoire\VOX_VETO_Cris_Victoire\ONO_VICTORY_VETO-004		246412
	62259681	ONO_APPEL_VETO-001	C:\3iS\KLAFT\KLAFT-Son\KLAFT\KLAFT-Son_WwiseProject\.cache\Windows\SFX\VOX\VETO\APPEL\ONO_APPEL_VETO-001_5317CF90.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOX\PERSONNAGES\Veto\VOX_VETO_Appel\VOX_VETO_Appel\ONO_APPEL_VETO-001		235496
	63171022	ONO_HIT_VETO-003	C:\3iS\KLAFT\KLAFT-Son\KLAFT\KLAFT-Son_WwiseProject\.cache\Windows\SFX\VOX\VETO\HIT\ONO_HIT_VETO-003_D0CBE1C3.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOX\PERSONNAGES\Veto\VOIX_VETO_HIit\VOIX_VETO_HIit\ONO_HIT_VETO-003		176220
	77048823	ONO_CRIS_BANDIT-006	C:\3iS\KLAFT\KLAFT-Son\KLAFT\KLAFT-Son_WwiseProject\.cache\Windows\SFX\VOX\BANDIT\HIT\ONO_CRIS_BANDIT-006_4FB32334.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOX\ENNEMIS\Bandit\VOX_BDT_Cris_Douleur\VOX_BDT_Cris_Douleur\ONO_CRIS_BANDIT-006		126968
	78133750	ONO_HIT_BARDE-010	C:\3iS\KLAFT\KLAFT-Son\KLAFT\KLAFT-Son_WwiseProject\.cache\Windows\SFX\VOX\BARDE\Hit\ONO_HIT_BARDE-010_50EE1F45.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOX\PERSONNAGES\Barde\VOX_BARD_Cris_Douleur\VOX_BARD_HIT\ONO_HIT_BARDE-010		87344
	102516211	ONO_CRIS_BANDIT-002	C:\3iS\KLAFT\KLAFT-Son\KLAFT\KLAFT-Son_WwiseProject\.cache\Windows\SFX\VOX\BANDIT\HIT\ONO_CRIS_BANDIT-002_409B9AD7.wem		\Actor-Mixer Hierarchy\Default Work Unit\VOX\ENNEMIS\Bandit\VOX_BDT_Cris_Douleur\VOX_BDT_Cris_Douleur\ONO_CRIS_BANDIT-002		118724
